District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Texas 9th,TX-09,TX,Immigration,Health care,Islam,Medicare,Medicaid,Abortion,Mental health,Property taxes,Social security,Obamacare,0.16,6.01,0.22,0.68,0.11,0.51,0,0.71,0,0.06,0.46,0,0.39,2.2,1.62,0,0.98,0.38,1.29,0.17,0.75,0,0.35,0.11,0,0,0.35,2.13,0.61,0,0.3,0.06,0.22,1.11,0.11,2.13,0.73,0,0.23,0.9,0.44,0.06,0,1.5,0.81,1.2,0.39,1.01,13.01,0.87,15.68,0.62,2.34,0.17,0.86,9.61,0,0.05,0,0.06,1.91,0.06,0,0.55,0.26,0,6.4,9.17,5.01,0.06,0.17,0.78,2.88,1.1,0.91,0.5,0.46,0.65,0.32,0,0,1.47,3.89,0,0.11,0.9,0.06,0.84,2.51,1.54,0.4,0.06,0,0.06,0.28,4.95,0.76,0,0.05,0,0.06,0.74,0,2.73,0.49,0,0.76,4.84,0.06,0.49,0.05,0.05,3.13,0,0.11,2.93,1.13,0.06,0,0,2.42,0.17,2.53,0.22,0.11,0.38,0.57,0,0.29
Texas 10th,TX-10,TX,Immigration,Health care,Medicare,Medicaid,Abortion,Social security,Mental health,Capital punishment,Property taxes,Islam,0.43,6.45,0.34,0.6,0.13,2.44,0.03,0.4,0.01,0.07,0.6,0.01,0.23,4.01,0.95,0.03,0.19,0.85,2.67,0.06,0.85,0.02,0.08,0.03,0.02,0.02,0.07,1.08,0.24,0,0.52,0.21,0.09,0.53,0.06,1.52,2.24,0.31,0.96,0.22,0.06,0.08,0,1.59,0.81,1.6,0.29,1.95,14.71,1.13,20.75,0.95,1.89,0.09,0.83,3.74,0,0,0.01,0,1.43,0.01,0.02,0.69,0.41,0,6.52,10.49,4.14,0.42,0.05,0.48,3.61,1.13,1.03,0.34,0.23,1.53,0.29,0.02,0,1.59,2.98,0.02,0.4,0.83,0.16,0.67,2,1.67,0.54,0.01,0.6,0,0.03,3.81,0.34,0.06,0,0,0.03,0.63,0.07,3.59,0.61,0,0.33,6.15,0.02,0.08,0.47,0.17,1.39,0,0.01,1.98,0.53,0.17,0,0.04,2.11,0.02,2.34,0.06,0.04,0.06,0.45,0.01,1.41
Texas 11th,TX-11,TX,Immigration,Health care,Medicare,Iraq War,Medicaid,Hydraulic fracturing,Income tax,Abortion,Torture,Social security,1.9,4.59,0.12,0.12,0.06,0.8,0.03,0.34,0.02,0.11,0.74,0,0.24,1.1,0.75,0.02,0.56,0.32,0.94,0.01,3.47,0,0.04,0.01,0,0,0.07,0.58,0.07,0,0.07,0.22,0.06,0.51,0.13,1.67,0.5,0.01,0.22,0.32,0.31,0.08,0,1.31,0.36,0.6,0.15,0.93,9.88,6.33,18.41,0.3,5.56,8.28,0.42,1.86,0,0,0,0,1.25,0.02,0.04,1.1,0.2,0,7.57,8.86,3.22,0.03,0.03,0.22,2.38,0.88,0.37,1.45,2.02,0.54,0.54,0,0,3.16,1.44,0.03,0.04,0.38,0.04,0.06,0.52,1.05,0.17,0.01,0.02,0.04,0.02,3.19,0.15,0.03,0,0,0.03,0.62,0.77,2.44,0.1,0,0.27,3.58,0.03,0.13,0.03,0.09,1.37,0,0.03,2.22,3.71,0.03,0,0,2.75,0.01,0.58,0.1,0.06,0.22,0.11,0,0.38
Texas 12th,TX-12,TX,Immigration,Health care,Social security,Medicaid,Medicare,Abortion,Islam,Property taxes,Mental health,Terrorism,0.5,5.96,0.17,0.38,0.01,0.57,0.03,0.79,0.02,0.57,0.95,0,0.23,2.3,0.73,0.04,0.69,0.25,0.99,0.11,1.94,0.01,0.18,0.04,0,0,0.12,1.23,1.26,0,0.08,0.08,0.06,0.54,0.07,2.18,1.21,0.01,0.23,0.23,0.22,0.08,0,1.47,0.88,1.46,0.76,1.09,11.24,1.03,14.1,0.25,2.28,0.12,0.96,5.85,0,0,0.02,0,2.27,0.01,0.01,0.46,1.83,0,6.84,6.39,4.07,0.08,0.11,0.18,3.6,0.43,1.38,0.12,0.79,0.36,0.15,0,0,2.97,2.36,0.01,0.04,0.8,0.56,0.75,1.99,1.79,0.19,0.02,0.01,0.01,0.06,5.45,0.37,0.02,0,0.01,0.05,0.39,0.08,3.66,0.21,0,0.64,7.75,0.04,0.07,0.05,0.09,1.23,0,0.07,3.7,0.6,0.02,0,0,0.84,0.07,0.95,0.57,0.08,0.12,0.08,0.01,0.44
Texas 13th,TX-13,TX,Immigration,Medicaid,Medicare,Minimum wage,Health care,Mental health,Nuclear power,Capital punishment,Social security,2003 Invasion of Iraq,6.55,0.8,0,0,0,5.62,0,0,0,3.51,2,0,0,7.06,0.76,0,1.54,0,0.76,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,4.36,0,0,0,0,13.46,0.76,30.33,0,0,1.9,0,3.55,0,0,0,0,0.77,0,0,0,0,0,20.66,19.38,11.37,0,0,3.39,16.92,0,0,0,0,4.09,0,0,0,8.44,2.3,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,6.64,0,0,0,0,0.76,0,0,2.68,2.51,0,0,0,3.63,0,0,0,1.8,0,0.8,0,0
Texas 14th,TX-14,TX,Immigration,Health care,Medicare,Abortion,Medicaid,Social security,Islam,Mental health,Obamacare,Property taxes,0.52,6.94,0.33,0.62,0,0.7,0.06,0.15,0,0.2,0.41,0,0,2.24,1.24,0.06,0.39,0.79,1.89,0.19,1.1,0,0.08,0.08,0.06,0,0.08,1.79,0.32,0,0.07,0.14,0.4,0.52,0,0.76,1.15,0.06,1.11,0.14,0.38,0.21,0,0.61,0.69,0.68,0.54,1.26,16.94,1.12,18.75,2.25,2.67,0.06,1.1,4.45,0,0,0.07,0,1.31,0,0,0.78,0.2,0,6.13,9.67,4.17,0.14,0.18,0.54,2.52,0.9,1.55,0.27,0.14,0.52,0.19,0,0,1.55,2.88,0,0,1.12,0.19,0.12,1,1.14,0,0,0,0,0.14,2.84,0.29,0,0,0,0.06,0.73,0.66,2.4,0.25,0,0.46,4.86,0,0.06,0,0.14,1.36,0,0.19,2.24,1.34,0,0,0,1.79,0.07,0.92,0.41,0,0.13,0,0,0.57
Texas 15th,TX-15,TX,Immigration,Health care,Medicare,Abortion,Medicaid,Income tax,Islam,DACA,First amendment,Tariff,0.34,5.82,0.34,0.58,0.01,0.64,0.03,0.82,0,0.02,0.6,0,0.04,1.93,0.83,0.02,0.34,0.32,0.14,0.02,3.31,0,0.08,0.01,0,0,0.04,0.76,0.03,0,0.04,0.05,0.03,0.52,0.04,1.02,2.79,0.01,0.21,0.38,0.57,0.07,0,0.65,0.24,0.94,0.1,1.73,12.46,0.38,33.13,0.56,3.97,0.38,0.53,3.75,0,0,0.16,0,1.08,0.17,0,0.65,0.04,0,4.97,6.41,2.72,0.44,0.42,0.38,2.73,2.11,0.84,0.25,0.35,0.81,0.19,0,0,1.75,1.41,0.01,0.03,0.28,0.01,0.71,1.71,1.89,0.2,0.01,0,0,0.03,2.7,0.4,0.03,0,0.01,0,0.6,0.01,2.63,0.07,0,0.22,2.12,0.17,0.02,0.03,0.08,2.74,0,0.16,2.48,0.87,0.05,0,0,2.29,0.08,0.66,0.04,0.04,0.21,0.26,0,0.44
Texas 16th,TX-16,TX,Immigration,Health care,Mental health,Medicare,Medicaid,Islam,Abortion,Property taxes,September 11 attacks,Terrorism,0.26,5.74,0.26,0.4,0,0.91,0.02,0.31,0.01,0.3,0.68,0,0.29,2.93,0.8,0.29,0.63,0.36,1.13,0.1,2.96,0,0.93,0.02,0.01,0,0.16,1.38,0.09,0,0.35,0.14,0.07,0.68,0.03,1.34,2.26,0.04,0.54,0.26,0.21,0.24,0,0.39,0.82,1.73,0.59,0.54,12.62,1.25,29.83,0.4,2.61,0.68,0.75,6.08,0,0.07,0.12,0,0.89,0.07,0.01,0.92,0.37,0,6.85,7.71,8.05,0.38,0.05,1.68,3.58,3.27,0.98,0.51,0.85,1.06,0.32,0.23,0,0.74,2,0.01,0.01,0.66,0.03,0.23,3.91,1.68,0.2,0.01,0,0.01,0.01,4.57,0.5,0.01,0,0.08,0.02,0.45,0.3,4.54,0.35,0,0.65,3.63,0.09,0.09,0.31,0.32,2.02,0,0.06,4.16,1.78,0.04,0,0,1.81,0.04,1.02,0.27,0.02,0.44,1.03,0.23,0.81
Texas 17th,TX-17,TX,Immigration,Health care,Mental health,Medicare,Medicaid,Abortion,Capital punishment,Minimum wage,September 11 attacks,Income tax,0.62,5.78,0.33,1.13,0.05,1.53,0.03,0.59,0.09,0.16,0.89,0.02,0.23,5.73,0.85,0.03,1.67,0.52,1.3,0.29,1.37,0.02,0.29,0.1,0,0.03,0.3,1.48,0.36,0.01,0.37,0.11,0.08,1.17,0.15,1.78,1.11,0,0.41,0.32,2.83,0.21,0,1.45,1.13,1.74,0.43,1.24,16.27,1.11,20.35,0.7,4.05,0.83,1.28,3.12,0,0.05,0.03,0.01,2.53,0.01,0.03,1.88,0.38,0,5.96,6.11,7.43,0.21,0.21,0.67,5.68,0.64,0.75,0.45,0.55,0.75,0.69,0.01,0,2.45,1.84,0.01,0.21,1.28,0.16,0.75,1.38,3.69,0.27,0.02,0.01,0,0.15,2.2,1.74,0.06,0.03,0,0.05,0.77,0.25,5.16,0.44,0,0.5,3.7,0.07,0.46,0.15,0.16,2.56,0,0.1,2.89,1.18,0.15,0,0.05,1.98,0.2,2.56,0.12,0.68,0.21,0.25,0.02,1.22
Texas 18th,TX-18,TX,Immigration,Health care,Medicare,Medicaid,Islam,Abortion,Mental health,Social security,Property taxes,Capital punishment,0.06,5.61,0.25,0.63,0.04,0.79,0.09,0.44,0.03,0.17,0.62,0.01,0.48,3.43,1.33,0.07,0.99,0.43,1.08,0.34,1.83,0.01,0.22,0.06,0.01,0.01,0.23,1.4,0.3,0,0.36,0.18,0.2,0.55,0.12,1.75,0.9,0.02,0.4,0.23,0.2,0.13,0,0.78,0.81,0.92,0.45,0.74,15.1,1.24,21.35,0.45,2.63,0.23,0.79,6.4,0.01,0.03,0.02,0,1.36,0.02,0.03,0.83,0.28,0,6.53,7.58,4.76,0.12,0.13,0.37,2.9,0.88,0.63,0.24,0.43,0.6,0.28,0.02,0,1.42,2.73,0.02,0.19,0.87,0.12,0.39,2.06,2.44,0.26,0.02,0.02,0.01,0.1,4.22,0.69,0.05,0,0.03,0.06,0.73,0.18,2.28,0.4,0,0.44,4.54,0.06,0.16,0.12,0.17,2.07,0,0.09,2.28,1.05,0.1,0,0.01,1.89,0.11,1.91,0.17,0.1,0.24,0.22,0.01,0.8
Texas 19th,TX-19,TX,Immigration,Health care,Climate change,Medicare,Capital punishment,Medicaid,Abortion,Mental health,Islam,Social security,0.07,5.38,0.23,1.07,0.08,1.14,0.12,0.35,0.08,0.08,0.75,0.02,0.53,7.65,0.62,0.15,9.7,0.48,1.31,0.26,0.63,0.03,0.24,0.05,0.02,0,0.16,1.96,0.36,0,0.44,0.16,0.15,0.46,0.13,2.67,1.45,0.03,0.49,0.23,0.2,0.18,0,2.15,0.66,1.3,0.5,0.62,12.86,0.98,13.85,0.63,2.82,0.34,0.9,4.73,0,0.02,0.03,0,2.01,0.05,0.05,0.66,0.23,0,7.18,8.88,5.15,0.15,0.1,0.29,2.5,0.43,0.85,0.24,0.37,1.28,0.27,0,0,2.88,2.39,0.03,0.03,0.36,0.43,0.39,2,1.73,0.11,0.05,0,0.03,0.08,2.65,0.67,0.08,0,0.03,0.03,0.79,0.28,2.78,0.25,0,0.6,4.25,0.13,0.2,0.23,0.23,1.14,0,0.03,2.6,1.16,0.03,0,0.03,1.62,0.05,2,0.31,0.07,0.25,0.88,0,0.53
Texas 20th,TX-20,TX,Immigration,Health care,Medicare,Medicaid,Mental health,Abortion,Social security,Islam,Property taxes,Planned Parenthood,0.04,5.27,0.19,0.58,0.01,0.76,0.04,0.42,0.02,0.18,0.59,0.02,0.3,2.71,1.7,0.07,1.1,0.52,0.88,0.21,1.37,0.02,0.24,0.03,0.01,0.01,0.26,1.17,0.3,0,0.22,0.08,0.14,0.66,0.1,1.58,0.97,0.03,0.41,0.15,0.26,0.11,0,0.65,0.86,1.03,0.47,0.7,15.88,0.59,17.23,0.49,2.09,0.3,0.92,4.68,0.01,0.02,0.04,0,1.5,0.01,0.03,0.65,0.29,0,9.47,11.2,6.51,0.14,0.16,0.57,2.78,0.57,0.67,0.2,0.92,0.67,0.3,0.02,0,1.15,2.5,0,0.11,0.72,0.13,0.36,2.05,3.05,0.25,0.05,0.02,0.02,0.08,4.49,0.63,0.05,0,0,0.07,0.84,0.58,2.63,0.43,0,0.44,5.01,0.04,0.1,0.13,0.09,1.4,0,0.12,2.47,0.93,0.06,0,0.01,1.88,0.12,1.97,0.13,0.08,0.15,0.27,0.01,1.36
Texas 21st,TX-21,TX,Immigration,Health care,Medicare,Mental health,Abortion,Medicaid,Voter turnout,NAFTA,Islam,Social security,0.09,7.66,0.35,1.22,0.02,1.38,0.1,0.5,0.06,0.21,1.24,0.01,0.58,3.17,1.33,0.11,2.48,0.48,1,0.45,2.8,0.31,0.48,0.17,0.01,0.05,0.41,2.89,0.68,0,0.23,0.2,0.11,0.71,0.1,1.99,1,0.05,0.38,0.29,0.31,1.08,0,1.44,1.09,1.18,1.27,1.45,18.62,0.68,19.42,0.7,2.8,0.35,1.12,4.75,0.01,0.05,0.14,0,2.21,0.01,0.18,4.55,0.3,0,6.4,9.49,8.55,0.31,0.23,0.37,2.69,4.84,0.99,0.59,0.56,1.02,0.41,0.01,0,2.46,3.5,0.03,0.17,0.49,0.21,0.69,1.67,3.16,0.15,0.06,0,0.01,0.22,4.4,0.75,0.51,0,0.04,0.12,0.94,0.17,3.01,0.39,0,0.69,4.59,0.2,0.19,0.07,0.08,2.26,0,0.16,2.87,1.35,0.19,0,0.01,2.52,0.11,6.03,0.15,0.07,0.48,0.41,0.01,0.98
Texas 22nd,TX-22,TX,Immigration,Health care,Medicare,Islam,Medicaid,Abortion,Social security,Mental health,Property taxes,Obamacare,0.14,5.06,0.3,1.23,0.08,0.79,0.15,0.7,0,0.1,0.9,0,0.58,2.44,1.29,0.05,1.78,0.71,1.06,0.23,0.68,0,0.16,0.04,0,0,0.29,2.05,0.4,0,0.71,0.27,0.33,0.93,0.12,2.12,0.75,0.04,0.25,1.38,0.4,0.06,0,2.11,0.92,1.73,0.55,0.66,13.05,1.24,18.49,0.55,2.74,0.17,0.94,7.8,0,0.02,0,0.02,1.35,0.02,0.04,0.59,0.17,0,5.4,8.57,4.24,0.14,0.21,0.49,2.94,1.44,1,0.26,0.81,0.57,0.69,0,0,2.34,3.64,0.04,0.24,0.46,0.14,0.76,2.66,1.4,0.3,0.13,0,0.02,0.3,4.13,0.68,0.05,0.02,0.46,0.14,0.66,0.17,2.89,0.32,0,0.67,4.52,0.02,0.29,0.14,0.27,2.86,0,0.13,2.59,1.05,0.02,0,0,2.76,0.19,2.66,0.25,0.04,0.26,0.54,0.1,0.78
Texas 23rd,TX-23,TX,Immigration,Health care,Electoral college,Social security,Minimum wage,Abortion,Mental health,Medicare,Torture,Medicaid,1.58,5.92,0.69,0,0,0,0,0,0,0,1.46,0,0,0.99,1.73,0,0.41,0,0,1.27,1.12,0,0,0,0,0,1.13,9.73,0,0,0,4.2,0.41,1.23,0,0.41,1.12,0,0,2.79,0.52,0.43,0,0,1.28,2.96,1.4,2.4,12.32,3.96,22.59,1.56,2.85,0,1.73,0.41,0,0,0,0,4.17,0,0,0.68,0,0,5.02,5.45,5.57,0,0,0,6.02,0.44,0.66,0,0.56,0.53,0,0,0,0.52,4.82,0,0,0,0,1.2,1.08,0.41,0,0,0,0,0,3.06,0.66,0,0,0,0,3.28,0,2.81,0,0,0.52,7.54,0.43,0,0,0,0.41,0,0,1.71,5.32,0,0,0,1.24,0,3.32,0,0,0.66,0.85,0,0
Texas 24th,TX-24,TX,Immigration,Health care,Medicare,Medicaid,Property taxes,Abortion,Social security,Planned Parenthood,Mental health,Obamacare,0.16,6.24,0.33,0.34,0,1,0,0.53,0,0.17,0.52,0,0.16,3.11,1.45,0.17,1.15,0.82,0.8,0.84,0.69,0,0.18,0.17,0,0,0,1.73,0.84,0,0.17,0.51,0,0.33,0.17,2.29,0.34,0,0.17,0.51,0.32,0.17,0,0.35,1.04,0.81,0.51,0.34,14.65,1.03,16.04,0.17,2.07,0.35,0.52,3.88,0,0,0,0.17,2.94,0,0.17,0.66,1,0,7.16,9.96,4.52,0,0.17,0.51,1.97,0.35,1.62,0.34,0.17,0.81,0.32,0,0,0.97,4.37,0,0,0.5,0.17,0.16,2.01,5.67,0,0.17,0,0,0,6.61,0.49,0,0,0,0.17,0.86,0,2.38,0,0,0.48,5.95,0,0,0,0.16,2.1,0,0,1.5,1.28,0,0,0,0.82,0,2.64,0,0.33,0.16,0.16,0,0.52
Texas 25th,TX-25,TX,Immigration,Mental health,Health care,Terrorism,Abortion,September 11 attacks,Social security,Medicare,Property taxes,Military service,0.19,5.55,0,0,0,0.6,0,0,0.19,0,0.21,0,0.19,2.84,0.57,0.79,1.21,0.78,2.1,0.2,0.41,0.21,0.21,0,0,0,0.41,1.42,0.4,0,0,0,0,0,0,1.35,0.6,0.4,1.79,0.2,0.21,0,0,0.41,0.21,1.34,0.2,0.6,13.47,0,25.2,0.2,2.23,0.99,1.41,1.9,0,0,0,0,2.12,0,0,0.2,0.19,0,2.87,3.98,15.19,0.59,0.19,3.78,2.49,0.2,0.38,1.41,0.8,1.73,0.38,0,0,0.77,0.96,0,0.19,0.99,0,0,3.15,1.36,0.2,0,0,0,0,3.98,0.57,0.2,0,0.2,0,0.2,0,5.02,0.97,0,0.19,4.92,0.2,0.19,0.39,0,1.33,0,0,5.98,1.71,0,0,0,1.36,0.2,1.75,0.2,0.19,0.76,0.2,0,1.6
Texas 26th,TX-26,TX,Health care,Immigration,Medicare,Property taxes,Mental health,Abortion,Islam,Social security,Medicaid,September 11 attacks,0.48,6.32,0.3,0.95,0,0.93,0.04,0.37,0.39,0.09,0.92,0,0.28,1.5,0.92,0.15,1.46,1.05,1.61,0.64,1.9,0.01,0.25,0.05,0.01,0.01,0.55,1.18,0.47,0.01,0.47,0.2,0.06,0.5,0.03,2.06,2.3,0.01,0.72,0.07,0.67,0.19,0,1.1,0.74,1.23,0.81,0.6,18.27,1.08,14.95,0.38,2.11,0.67,0.76,6.18,0,0.01,0,0,2.3,0.06,0.41,1.65,0.5,0,5.07,9.11,7.24,0.05,0.25,0.11,2.44,0.81,0.78,0.09,0.98,0.65,0.19,0,0,1.97,2.25,0.01,0.03,0.28,0.08,0.31,2.45,1.89,0.12,0.07,0,0,0.13,7.4,0.62,0.04,0,0.01,0.07,1.71,0.1,3.79,0.25,0,0.19,5.77,0.05,0.37,0.24,0.08,3.02,0,0.08,2.34,1.81,0.18,0,0.04,2.09,0.22,3.18,0.21,0.17,0.13,0.12,0,0.76
Texas 27th,TX-27,TX,Islam,Immigration,Mental health,Abortion,Capital punishment,Medicaid,Social security,Health care,Minimum wage,Obamacare,4.69,12.2,0.06,0.33,0,0.65,0.06,0.33,0,0.2,0.28,0,0.1,11.36,0.58,0.03,0.36,0.34,0.52,0.06,0.98,0,0.17,0.04,0,0,0.13,0.36,0.14,0,0.14,0.06,0.08,0.28,0.12,0.98,0.4,0.03,0.26,0.18,0.11,0.1,0,0.32,0.28,0.65,0.22,0.4,6.11,0.48,16.91,0.2,1.07,0.16,0.33,53.7,0.01,0.02,0.05,0,5.63,0,0,0.15,0.1,0,8.33,4.06,12.59,0.1,0.08,0.22,5.94,0.13,0.37,0.05,0.21,0.37,0.27,0,0,1.1,5.91,0.01,0.1,5.14,0.06,0.2,1.05,1.33,0.08,0.01,0,0.01,0.05,1.89,0.3,0.01,0,0,0.01,0.34,0.14,1.22,0.15,0,0.32,7.26,0.03,0.09,0.09,0.04,0.48,0,0,0.88,0.75,0.04,0,0,0.79,0.06,0.94,0.08,0.03,0.16,0.09,0,0.59
Texas 28th,TX-28,TX,Immigration,Health care,September 11 attacks,Medicaid,Medicare,Abortion,Terrorism,Islam,Capital punishment,Tariff,0.91,6.28,0.68,0.46,0,0.52,0.23,0.61,0.04,1.72,1.39,0,0.08,4.21,0.83,0.06,0.11,0.68,1.14,0,2.52,0,0.11,0,0,0,0.1,1.4,0.09,0,1.28,0.02,0,0.3,0,0.59,3.56,0,0.15,0.91,0.06,0.31,0,0.4,0.58,0.52,0.15,2.47,10.92,1.37,38.01,0.41,2.06,0.84,0.62,4.33,0,0,0,0,1.64,0,0,0.89,0,0,7.3,6.88,3.51,0.95,0.02,0.09,3.33,0.53,0.23,0.15,0.26,0.73,0.04,0,0,1.42,2.73,0,0,0.92,0.11,0.71,0.92,3.73,1.48,0,0.02,0,0,1.28,0.2,0,0,0,0.43,0.42,0.02,8.56,0.08,0,0.31,1.07,0.02,0.06,0,0.27,4.13,0,0,5.26,1.11,0.72,0,0.02,2.09,0,1.8,0.04,0.19,0.75,0.02,0,1.1
Texas 29th,TX-29,TX,Immigration,Health care,Medicare,Medicaid,Islam,Abortion,Mental health,Social security,Property taxes,Capital punishment,0.06,5.61,0.25,0.63,0.04,0.79,0.09,0.44,0.03,0.17,0.62,0.01,0.48,3.43,1.33,0.07,0.99,0.43,1.08,0.34,1.83,0.01,0.22,0.06,0.01,0.01,0.23,1.4,0.3,0,0.36,0.18,0.2,0.55,0.12,1.75,0.9,0.02,0.4,0.23,0.2,0.13,0,0.78,0.81,0.92,0.45,0.74,15.1,1.24,21.35,0.45,2.63,0.23,0.79,6.4,0.01,0.03,0.02,0,1.36,0.02,0.03,0.83,0.28,0,6.53,7.58,4.76,0.12,0.13,0.37,2.9,0.88,0.63,0.24,0.43,0.6,0.28,0.02,0,1.42,2.73,0.02,0.19,0.87,0.12,0.39,2.06,2.44,0.26,0.02,0.02,0.01,0.1,4.22,0.69,0.05,0,0.03,0.06,0.73,0.18,2.28,0.4,0,0.44,4.54,0.06,0.16,0.12,0.17,2.07,0,0.09,2.28,1.05,0.1,0,0.01,1.89,0.11,1.91,0.17,0.1,0.24,0.22,0.01,0.8
Texas 30th,TX-30,TX,Health care,Immigration,Medicaid,Medicare,Mental health,DACA,Social security,Property taxes,Islam,Abortion,0.9,4.74,0.13,0.28,0.01,0.39,0.05,1.23,0.03,0.1,0.3,0.01,0.32,1.62,0.74,0.03,0.48,0.19,0.42,0.22,5.67,0.01,0.14,0.02,0,0.01,0.14,0.64,0.24,0,0.14,0.11,0.15,2.01,0.09,2.23,0.52,0.01,0.12,0.15,0.09,0.06,0,2.21,0.38,0.44,0.25,0.44,16.99,1.25,10.95,0.24,1.65,0.12,0.43,4.9,0.01,0.02,0.01,0,1.69,0.01,0.01,0.37,0.17,0,10.72,7.04,6.29,0.06,0.07,0.14,2.2,0.29,0.32,0.09,0.23,0.31,0.15,0,0,0.65,3.22,0.01,0.05,0.38,0.06,0.28,1.88,1.19,0.12,0.01,0,0,0.03,4.9,0.51,0.02,0,0.01,0.03,0.36,0.12,3.15,0.23,0,0.2,5.06,0.91,0.06,0.05,0.1,1.8,0,0.02,4.04,1.34,1,0,0,0.94,0.04,2.03,0.09,0.03,0.12,0.14,0,1.75
Texas 31st,TX-31,TX,Immigration,Health care,Medicare,Mental health,Islam,Abortion,Medicaid,Social security,Property taxes,September 11 attacks,0.2,5.94,0.15,0.55,0.15,0.85,0.14,0.44,0.09,0.27,0.91,0.02,0.62,3.19,1.55,0.12,1.4,0.75,1.49,0.2,1.04,0.03,0.27,0.03,0.01,0.01,0.39,1.76,0.41,0,0.33,0.22,0.11,0.64,0.11,2.28,0.9,0.08,0.69,0.23,0.49,0.1,0,0.79,1.01,1.04,0.85,0.97,15.23,0.75,19.05,0.33,2.58,0.49,0.96,6.72,0.01,0.01,0.03,0.02,1.64,0.02,0.04,0.77,0.37,0,5.61,9.23,7.22,0.18,0.23,0.9,2.69,0.94,0.98,0.49,0.44,0.85,0.32,0.01,0,1.39,2.76,0,0.14,0.66,0.21,0.69,2.4,1.46,0.14,0.01,0,0.06,0.26,5.15,0.42,0.05,0,0.03,0.02,0.49,0.4,3.48,0.6,0,0.46,5.6,0.07,0.15,0.1,0.22,1.85,0,0.06,2.91,1.33,0.04,0,0.01,1.44,0.27,2.66,0.23,0.15,0.29,0.16,0.01,0.93
Texas 32nd,TX-32,TX,Immigration,Health care,Islam,Medicare,Mental health,Abortion,Property taxes,September 11 attacks,Medicaid,Social security,0.35,5.63,0.37,0.86,0.06,0.63,0.19,0.47,0.21,0.16,0.42,0.01,0.71,3.67,0.99,0.03,1.15,0.4,1.54,0.51,1.28,0.01,0.29,0.01,0,0.04,0.24,1.48,0.49,0,0.29,0.1,0.1,0.42,0.04,2.84,2.83,0.01,0.63,0.39,0.65,0.11,0,1.12,1,1.03,1.12,0.85,15.33,0.6,18.64,0.5,2.72,0.41,1.01,11.37,0.03,0,0.01,0.02,1.45,0.01,0.09,1.17,0.39,0,5.08,10.95,6.12,0.22,0.21,0.46,2.31,0.78,0.59,0.43,0.48,0.73,0.64,0.01,0,2.16,2.88,0.01,0.05,0.46,0.18,0.92,1.6,2.28,0.27,0.01,0.01,0,0.12,5.39,1.52,0.27,0,0,0.06,1.21,0.1,5.24,0.36,0,0.59,4.88,0.1,0.17,0.04,0.21,1.64,0,0.04,3.2,1.79,0.06,0,0,2.51,0.17,2.95,0.26,0.03,0.18,0.21,0.01,0.94
