Search interest in same sex marriage by city on 6/26,,,,
"All values indexed to 100, where 100 is the max search interest",,,,
City,State,Country,Indexed Search Interest,Time in EST
Republic,Missouri,United States,3.1,12:15 PM
New Rochelle,New York,United States,3.1,12:15 PM
Gilbertsville,Pennsylvania,United States,3.1,12:15 PM
East Brunswick,New Jersey,United States,3.1,12:15 PM
Camino,California,United States,3.1,12:15 PM
Fall River,Massachusetts,United States,3.1,12:15 PM
Santa Rosa,California,United States,3.1,12:15 PM
Bullhead City,Arizona,United States,3.1,12:15 PM
Garden Grove,California,United States,3.1,12:15 PM
Kennett Square,Pennsylvania,United States,3.1,12:15 PM
Oxnard,California,United States,3.1,12:15 PM
Orangeburg,South Carolina,United States,3.1,12:15 PM
Mansfield Township,New Jersey,United States,3.1,12:15 PM
American Fork,Utah,United States,3.1,12:15 PM
Albany,Georgia,United States,3.1,12:15 PM
Everett,Washington,United States,3.1,12:15 PM
Dacula,Georgia,United States,3.1,12:15 PM
San Lorenzo,California,United States,3.1,12:15 PM
Fayetteville,Arkansas,United States,3.1,12:15 PM
Worthington,Ohio,United States,3.1,12:15 PM
Clinton,Iowa,United States,3.1,12:15 PM
Lake Hart,Florida,United States,3.1,12:15 PM
Westerville,Ohio,United States,3.1,12:15 PM
Canton,Michigan,United States,3.1,12:15 PM
Lakewood,Ohio,United States,3.1,12:15 PM
Claremont,New Hampshire,United States,3.1,12:15 PM
Compton,California,United States,3.1,12:15 PM
Plattsburgh,New York,United States,3.1,12:15 PM
Kennesaw,Georgia,United States,3.1,12:15 PM
Pleasanton,California,United States,3.1,12:15 PM
Covington,Kentucky,United States,3.1,12:15 PM
Seguin,Texas,United States,3.1,12:15 PM
Highland City,Florida,United States,3.1,12:15 PM
Bellwood,Illinois,United States,3.1,12:15 PM
White Plains,New York,United States,3.1,12:15 PM
Concord,Massachusetts,United States,3.1,12:15 PM
Irondequoit,New York,United States,3.1,12:15 PM
Thornton,Colorado,United States,3.1,12:15 PM
Rancho Cucamonga,California,United States,3.1,12:15 PM
Defiance,Ohio,United States,3.1,12:15 PM
Hawthorne,California,United States,3.1,12:15 PM
East Greenbush,New York,United States,3.1,12:15 PM
Kirkland,Washington,United States,2.5,12:15 PM
Milwaukee,Wisconsin,United States,2.4,12:15 PM
Round Rock,Texas,United States,2.3,12:15 PM
Smyrna,Georgia,United States,2.2,12:15 PM
Middleburg Heights,Ohio,United States,2.1,12:15 PM
Stonington,Connecticut,United States,2.1,12:15 PM
Toledo,Ohio,United States,2.1,12:15 PM
Cincinnati,Ohio,United States,2.1,12:15 PM
Miami Beach,Florida,United States,2.1,12:15 PM
Arlington,Virginia,United States,2.1,12:15 PM
Cleveland,Ohio,United States,2.1,12:15 PM
Aurora,Colorado,United States,2.1,12:15 PM
Franklin,Michigan,United States,2.1,12:15 PM
Gainesville,Florida,United States,2.1,12:15 PM
The Woodlands,Texas,United States,2.1,12:15 PM
Glendale,California,United States,2.1,12:15 PM
Charleston,South Carolina,United States,2.1,12:15 PM
Lubbock,Texas,United States,2.1,12:15 PM
Superior,Colorado,United States,2.1,12:15 PM
Shreveport,Louisiana,United States,2.1,12:15 PM
Los Angeles,California,United States,2.0,12:15 PM
Hyattsville,Maryland,United States,2.0,12:15 PM
Tucson,Arizona,United States,2.0,12:15 PM
Pittsfield Charter Township,Michigan,United States,2.0,12:15 PM
Fort Worth,Texas,United States,1.9,12:15 PM
Detroit,Michigan,United States,1.9,12:15 PM
Greensboro,North Carolina,United States,1.9,12:15 PM
McAllen,Texas,United States,1.9,12:15 PM
Santa Clarita,California,United States,1.9,12:15 PM
San Diego,California,United States,1.9,12:15 PM
Sacramento,California,United States,1.8,12:15 PM
Boise,Idaho,United States,1.8,12:15 PM
South Brunswick Township,New Jersey,United States,1.8,12:15 PM
Virginia Beach,Virginia,United States,1.7,12:15 PM
Cambridge,Massachusetts,United States,1.7,12:15 PM
Coalville,Utah,United States,1.6,12:15 PM
Lake Jackson,Texas,United States,1.6,12:15 PM
Fort Lauderdale,Florida,United States,1.6,12:15 PM
Wilmington,Delaware,United States,1.6,12:15 PM
Kenosha,Wisconsin,United States,1.6,12:15 PM
West Chester,Pennsylvania,United States,1.6,12:15 PM
Newark,New Jersey,United States,1.6,12:15 PM
Waite Hill,Ohio,United States,1.6,12:15 PM
Savannah,Georgia,United States,1.6,12:15 PM
Alpharetta,Georgia,United States,1.6,12:15 PM
Mahwah,New Jersey,United States,1.6,12:15 PM
Fredericksburg,Virginia,United States,1.6,12:15 PM
Brookston,Indiana,United States,1.6,12:15 PM
Coventry,Rhode Island,United States,1.6,12:15 PM
Shawnee,Kansas,United States,1.6,12:15 PM
Richmond,Kentucky,United States,1.6,12:15 PM
Emmaus,Pennsylvania,United States,1.6,12:15 PM
Flint,Michigan,United States,1.6,12:15 PM
Odessa,Texas,United States,1.6,12:15 PM
Spokane,Washington,United States,1.6,12:15 PM
Austin,Texas,United States,1.6,12:15 PM
Carol Stream,Illinois,United States,1.6,12:15 PM
Jersey City,New Jersey,United States,1.6,12:15 PM
Beckett Ridge,Ohio,United States,1.6,12:15 PM
Wylie,Texas,United States,1.6,12:15 PM
Altamonte Springs,Florida,United States,1.6,12:15 PM
Randolph,Massachusetts,United States,1.6,12:15 PM
Horizon City,Texas,United States,1.6,12:15 PM
Plantation,Florida,United States,1.6,12:15 PM
North Versailles,Pennsylvania,United States,1.6,12:15 PM
Cicero,Illinois,United States,1.6,12:15 PM
Nashua,New Hampshire,United States,1.6,12:15 PM
Cape Coral,Florida,United States,1.6,12:15 PM
Manchester,New Hampshire,United States,1.6,12:15 PM
Dallas,Texas,United States,1.6,12:15 PM
Alexandria,Virginia,United States,1.6,12:15 PM
St. Petersburg,Florida,United States,1.6,12:15 PM
Garland,Texas,United States,1.6,12:15 PM
Pontiac,Michigan,United States,1.6,12:15 PM
Burke,Virginia,United States,1.6,12:15 PM
Murfreesboro,Tennessee,United States,1.6,12:15 PM
New Haven,Connecticut,United States,1.6,12:15 PM
Lexington Park,Maryland,United States,1.6,12:15 PM
Atlanta,Georgia,United States,1.5,12:15 PM
Sheridan,Oregon,United States,1.5,12:15 PM
Indianapolis,Indiana,United States,1.5,12:15 PM
Charlotte,North Carolina,United States,1.5,12:15 PM
Grand Rapids,Michigan,United States,1.4,12:15 PM
Salisbury,North Carolina,United States,1.4,12:15 PM
Omaha,Nebraska,United States,1.4,12:15 PM
Tallahassee,Florida,United States,1.4,12:15 PM
Larkspur,California,United States,1.4,12:15 PM
Washington,District of Columbia,United States,1.4,12:15 PM
Houston,Texas,United States,1.4,12:15 PM
Minneapolis,Minnesota,United States,1.4,12:15 PM
Seattle,Washington,United States,1.4,12:15 PM
Colorado Springs,Colorado,United States,1.3,12:15 PM
Columbus,Ohio,United States,1.3,12:15 PM
Louisville,Kentucky,United States,1.3,12:15 PM
Greenwich,Connecticut,United States,1.3,12:15 PM
Knoxville,Tennessee,United States,1.3,12:15 PM
Ontario,California,United States,1.3,12:15 PM
Irvine,California,United States,1.3,12:15 PM
Galloway,New Jersey,United States,1.3,12:15 PM
Fresno,California,United States,1.3,12:15 PM
Fayetteville,North Carolina,United States,1.3,12:15 PM
Ann Arbor,Michigan,United States,1.2,12:15 PM
Durham,North Carolina,United States,1.2,12:15 PM
Rochester,New York,United States,1.2,12:15 PM
Chicago,Illinois,United States,1.1,12:15 PM
Salt Lake City,Utah,United States,1.1,12:15 PM
Birmingham,Alabama,United States,1.1,12:15 PM
Portland,Oregon,United States,1.1,12:15 PM
Spring Valley,Nevada,United States,1.0,12:15 PM
Des Moines,Iowa,United States,1.0,12:15 PM
Wheaton,Illinois,United States,1.0,12:15 PM
Missoula,Montana,United States,1.0,12:15 PM
Honolulu,Hawaii,United States,1.0,12:15 PM
Blacksburg,Virginia,United States,1.0,12:15 PM
Fort Lee,New Jersey,United States,1.0,12:15 PM
St. Louis,Missouri,United States,1.0,12:15 PM
San Jose,California,United States,1.0,12:15 PM
Saint Paul,Minnesota,United States,1.0,12:15 PM
Evansville,Indiana,United States,1.0,12:15 PM
Paradise,Nevada,United States,1.0,12:15 PM
Albuquerque,New Mexico,United States,1.0,12:15 PM
Sandy Springs,Georgia,United States,1.0,12:15 PM
De Pere,Wisconsin,United States,1.0,12:15 PM
Riverwoods,Illinois,United States,1.0,12:15 PM
Norfolk,Virginia,United States,1.0,12:15 PM
Longmont,Colorado,United States,1.0,12:15 PM
San Antonio,Texas,United States,1.0,12:15 PM
Gilbert,Arizona,United States,1.0,12:15 PM
Iowa City,Iowa,United States,1.0,12:15 PM
Santa Monica,California,United States,1.0,12:15 PM
Eden Prairie,Minnesota,United States,1.0,12:15 PM
Coral Springs,Florida,United States,1.0,12:15 PM
Tempe,Arizona,United States,1.0,12:15 PM
Clearwater,Florida,United States,1.0,12:15 PM
Gresham Park,Georgia,United States,1.0,12:15 PM
New York,New York,United States,1.0,12:15 PM
Phoenix,Arizona,United States,1.0,12:15 PM
Philadelphia,Pennsylvania,United States,1.0,12:15 PM
Jackson,Mississippi,United States,0.9,12:15 PM
Baltimore,Maryland,United States,0.9,12:15 PM
Orlando,Florida,United States,0.9,12:15 PM
Wapwallopen,Pennsylvania,United States,0.9,12:15 PM
El Paso,Texas,United States,0.9,12:15 PM
Nashville,Tennessee,United States,0.9,12:15 PM
Reno,Nevada,United States,0.9,12:15 PM
Huntsville,Alabama,United States,0.8,12:15 PM
Brockton,Massachusetts,United States,0.8,12:15 PM
Clayton,Missouri,United States,0.8,12:15 PM
Boston,Massachusetts,United States,0.8,12:15 PM
Raleigh,North Carolina,United States,0.8,12:15 PM
Palo Alto,California,United States,0.8,12:15 PM
Oklahoma City,Oklahoma,United States,0.8,12:15 PM
Tinley Park,Illinois,United States,0.8,12:15 PM
East Syracuse,New York,United States,0.8,12:15 PM
Mount Laurel,New Jersey,United States,0.8,12:15 PM
Long Beach,California,United States,0.8,12:15 PM
Johnstown,Pennsylvania,United States,0.8,12:15 PM
Davie,Florida,United States,0.8,12:15 PM
Denver,Colorado,United States,0.8,12:15 PM
Coral Gables,Florida,United States,0.8,12:15 PM
Myrtle Beach,South Carolina,United States,0.8,12:15 PM
Troy,Michigan,United States,0.6,12:15 PM
Bakersfield,California,United States,0.6,12:15 PM
Santa Barbara,California,United States,0.6,12:15 PM
Las Vegas,Nevada,United States,0.6,12:15 PM
Auburn,Alabama,United States,0.6,12:15 PM
Mountain View,California,United States,0.6,12:15 PM
Jacksonville,Florida,United States,0.6,12:15 PM
Glendale,Arizona,United States,0.6,12:15 PM
Allentown,Pennsylvania,United States,0.6,12:15 PM
Macon,Georgia,United States,0.6,12:15 PM
Little Rock,Arkansas,United States,0.6,12:15 PM
Hialeah,Florida,United States,0.6,12:15 PM
Anchorage,Alaska,United States,0.5,12:15 PM
Memphis,Tennessee,United States,0.5,12:15 PM
Madison,Wisconsin,United States,0.5,12:15 PM
Newport Beach,California,United States,0.5,12:15 PM
Plano,Texas,United States,0.5,12:15 PM
Winston-Salem,North Carolina,United States,0.4,12:15 PM
Richmond,Virginia,United States,0.4,12:15 PM
Pittsburgh,Pennsylvania,United States,0.3,12:15 PM
Lewisville,Texas,United States,12.5,12:16 PM
Wilmington,North Carolina,United States,9.4,12:16 PM
Utica,New York,United States,9.4,12:16 PM
Duluth,Minnesota,United States,9.4,12:16 PM
Denton,Texas,United States,9.4,12:16 PM
Paducah,Kentucky,United States,6.3,12:16 PM
Sun Prairie,Wisconsin,United States,6.3,12:16 PM
Woodbridge,Virginia,United States,6.3,12:16 PM
Bowling Green,Kentucky,United States,6.3,12:16 PM
Bella Vista,California,United States,6.3,12:16 PM
St. Peters,Missouri,United States,6.3,12:16 PM
Claremont,California,United States,6.3,12:16 PM
Chesterfield,Missouri,United States,6.3,12:16 PM
Overland Park,Kansas,United States,6.3,12:16 PM
Knoxville,Tennessee,United States,6.3,12:16 PM
Howell,New Jersey,United States,6.3,12:16 PM
Five Forks,South Carolina,United States,6.3,12:16 PM
Huntsville,Alabama,United States,6.3,12:16 PM
Canton,Ohio,United States,6.3,12:16 PM
Saddle Brook,New Jersey,United States,6.3,12:16 PM
Tonawanda,New York,United States,6.3,12:16 PM
Mayfield Heights,Ohio,United States,6.3,12:16 PM
Oakland,California,United States,5.2,12:16 PM
Irvine,California,United States,5.2,12:16 PM
Saint Paul,Minnesota,United States,5.2,12:16 PM
Falmouth,Massachusetts,United States,4.7,12:16 PM
Brandon,Florida,United States,4.7,12:16 PM
Des Moines,Iowa,United States,4.2,12:16 PM
Edison,New Jersey,United States,4.2,12:16 PM
Sandy Springs,Georgia,United States,4.2,12:16 PM
Salisbury,North Carolina,United States,4.2,12:16 PM
Santa Clarita,California,United States,4.2,12:16 PM
Quincy,Massachusetts,United States,3.6,12:16 PM
Evanston,Illinois,United States,3.1,12:16 PM
Gastonia,North Carolina,United States,3.1,12:16 PM
Fargo,North Dakota,United States,3.1,12:16 PM
Troy,Michigan,United States,3.1,12:16 PM
Peachtree City,Georgia,United States,3.1,12:16 PM
Santa Monica,California,United States,3.1,12:16 PM
Everett,Washington,United States,3.1,12:16 PM
Frisco,Texas,United States,3.1,12:16 PM
Costa Mesa,California,United States,3.1,12:16 PM
Woodbury,Minnesota,United States,3.1,12:16 PM
Tuckahoe,Virginia,United States,3.1,12:16 PM
Helena Valley Northeast,Montana,United States,3.1,12:16 PM
Port St. Lucie,Florida,United States,3.1,12:16 PM
Peabody,Massachusetts,United States,3.1,12:16 PM
Fairwood,Washington,United States,3.1,12:16 PM
Setauket- East Setauket,New York,United States,3.1,12:16 PM
Edgewood,Maryland,United States,3.1,12:16 PM
Starkville,Mississippi,United States,3.1,12:16 PM
Hialeah,Florida,United States,3.1,12:16 PM
Arlington,Texas,United States,3.1,12:16 PM
Royal Oak,Michigan,United States,3.1,12:16 PM
Charleston,West Virginia,United States,3.1,12:16 PM
Poulsbo,Washington,United States,3.1,12:16 PM
Upland,California,United States,3.1,12:16 PM
Portland,Maine,United States,3.1,12:16 PM
Newport Beach,California,United States,3.1,12:16 PM
Honolulu,Hawaii,United States,3.1,12:16 PM
La Crosse,Wisconsin,United States,3.1,12:16 PM
Rowlett,Texas,United States,3.1,12:16 PM
Northampton,Massachusetts,United States,3.1,12:16 PM
Kirkwood,Missouri,United States,3.1,12:16 PM
Huntington,New York,United States,3.1,12:16 PM
Beaumont,Texas,United States,3.1,12:16 PM
Aurora,Illinois,United States,3.1,12:16 PM
Lakewood,Ohio,United States,3.1,12:16 PM
Ranchettes,Wyoming,United States,3.1,12:16 PM
Wesley Chapel,Florida,United States,3.1,12:16 PM
Willmar,Minnesota,United States,3.1,12:16 PM
Slidell,Louisiana,United States,3.1,12:16 PM
Kalispell,Montana,United States,3.1,12:16 PM
Metairie,Louisiana,United States,3.1,12:16 PM
Tustin,California,United States,3.1,12:16 PM
Upper Darby,Pennsylvania,United States,3.1,12:16 PM
Merrick,New York,United States,3.1,12:16 PM
McIntosh,Alabama,United States,3.1,12:16 PM
New Albany,Indiana,United States,3.1,12:16 PM
Longview,Texas,United States,3.1,12:16 PM
Freeville,New York,United States,3.1,12:16 PM
Pasadena,Texas,United States,3.1,12:16 PM
Fitchburg,Wisconsin,United States,3.1,12:16 PM
Lakeside,Florida,United States,3.1,12:16 PM
Spring Hill,Tennessee,United States,3.1,12:16 PM
Wylie,Texas,United States,3.1,12:16 PM
Renton,Washington,United States,3.1,12:16 PM
Allen,Texas,United States,3.1,12:16 PM
Riverside,California,United States,3.1,12:16 PM
East Lansing,Michigan,United States,3.1,12:16 PM
Diamond Bar,California,United States,3.1,12:16 PM
Lafayette,Louisiana,United States,3.1,12:16 PM
Olathe,Kansas,United States,3.1,12:16 PM
Santa Barbara,California,United States,3.1,12:16 PM
Clinton,Missouri,United States,3.1,12:16 PM
Elyria,Ohio,United States,3.1,12:16 PM
Spring Valley,Nevada,United States,3.1,12:16 PM
Wayne,New Jersey,United States,3.1,12:16 PM
Ontario,Ohio,United States,3.1,12:16 PM
Sugar Land,Texas,United States,3.1,12:16 PM
Palmetto Estates,Florida,United States,3.1,12:16 PM
Tuttle,Oklahoma,United States,3.1,12:16 PM
Midway,Utah,United States,3.1,12:16 PM
Beaverton,Oregon,United States,3.1,12:16 PM
Aloha,Oregon,United States,3.1,12:16 PM
Kennesaw,Georgia,United States,3.1,12:16 PM
Danbury,Connecticut,United States,3.1,12:16 PM
Golden Gate,Florida,United States,3.1,12:16 PM
Ventura,California,United States,3.1,12:16 PM
Port Washington,New York,United States,3.1,12:16 PM
Ramona,California,United States,3.1,12:16 PM
Seguin,Texas,United States,3.1,12:16 PM
Panama City Beach,Florida,United States,3.1,12:16 PM
Dayton,Ohio,United States,3.1,12:16 PM
Portage,Michigan,United States,3.1,12:16 PM
Independence,Missouri,United States,3.1,12:16 PM
Greenbelt,Maryland,United States,3.1,12:16 PM
La Porte,Texas,United States,3.1,12:16 PM
Norwalk,California,United States,3.1,12:16 PM
Geneva,Illinois,United States,3.1,12:16 PM
Holly Hill,Florida,United States,3.1,12:16 PM
Hudson,Florida,United States,3.1,12:16 PM
Coral Springs,Florida,United States,3.1,12:16 PM
Akron,Ohio,United States,3.1,12:16 PM
New Haven,Connecticut,United States,3.1,12:16 PM
Palmer Heights,Pennsylvania,United States,3.1,12:16 PM
Central Point,Oregon,United States,3.1,12:16 PM
Albany,Georgia,United States,3.1,12:16 PM
Michigan City,Indiana,United States,3.1,12:16 PM
Greenville,South Carolina,United States,3.1,12:16 PM
San Mateo,California,United States,3.1,12:16 PM
Virginia Beach,Virginia,United States,3.1,12:16 PM
Savanna,Oklahoma,United States,3.1,12:16 PM
Dearborn,Michigan,United States,3.1,12:16 PM
Germantown Hills,Illinois,United States,3.1,12:16 PM
Bessemer,Alabama,United States,3.1,12:16 PM
Coalville,Utah,United States,3.1,12:16 PM
Boca Del Mar,Florida,United States,3.1,12:16 PM
Norfolk,Virginia,United States,3.1,12:16 PM
Mukwonago,Wisconsin,United States,3.1,12:16 PM
Missoula,Montana,United States,3.1,12:16 PM
Ottawa,Kansas,United States,3.1,12:16 PM
Salisbury,Maryland,United States,3.1,12:16 PM
Incline Village,Nevada,United States,3.1,12:16 PM
Fussels Corner,Florida,United States,3.1,12:16 PM
Augusta,Georgia,United States,3.1,12:16 PM
Columbia,Tennessee,United States,3.1,12:16 PM
Colleyville,Texas,United States,3.1,12:16 PM
Newark,New Jersey,United States,3.1,12:16 PM
Rotterdam,New York,United States,3.1,12:16 PM
Pittsfield Charter Township,Michigan,United States,3.1,12:16 PM
Conroe,Texas,United States,3.1,12:16 PM
Hyattsville,Maryland,United States,3.1,12:16 PM
Stow,Ohio,United States,3.1,12:16 PM
Hoboken,New Jersey,United States,3.1,12:16 PM
Jackson,Mississippi,United States,2.6,12:16 PM
Austin,Texas,United States,2.5,12:16 PM
Portland,Oregon,United States,2.5,12:16 PM
Golden Valley,Minnesota,United States,2.3,12:16 PM
Mesa,Arizona,United States,2.3,12:16 PM
Round Rock,Texas,United States,2.3,12:16 PM
Centertown,Missouri,United States,2.3,12:16 PM
Fort Lauderdale,Florida,United States,2.3,12:16 PM
Los Angeles,California,United States,2.3,12:16 PM
Columbus,Ohio,United States,2.3,12:16 PM
Durham,North Carolina,United States,2.2,12:16 PM
Denver,Colorado,United States,2.2,12:16 PM
Santa Ana,California,United States,2.1,12:16 PM
McKinney,Texas,United States,2.1,12:16 PM
Tacoma,Washington,United States,2.1,12:16 PM
Sunnyvale,California,United States,2.1,12:16 PM
Leesburg,Virginia,United States,2.1,12:16 PM
Gainesville,Florida,United States,2.1,12:16 PM
Cumming,Georgia,United States,2.1,12:16 PM
Moon,Pennsylvania,United States,2.1,12:16 PM
Charlottesville,Virginia,United States,2.1,12:16 PM
Fairfield,California,United States,2.1,12:16 PM
Waco,Texas,United States,2.1,12:16 PM
Livonia,Michigan,United States,2.1,12:16 PM
Springfield,Missouri,United States,2.1,12:16 PM
Plantation,Florida,United States,2.1,12:16 PM
Cary,North Carolina,United States,2.1,12:16 PM
Winston-Salem,North Carolina,United States,2.1,12:16 PM
Spokane,Washington,United States,2.1,12:16 PM
Hendersonville,North Carolina,United States,2.1,12:16 PM
Silver Spring,Maryland,United States,2.1,12:16 PM
Lakewood,Colorado,United States,2.1,12:16 PM
Dallas,Texas,United States,1.9,12:16 PM
Johnstown,Pennsylvania,United States,1.9,12:16 PM
Salt Lake City,Utah,United States,1.9,12:16 PM
Madison,Wisconsin,United States,1.9,12:16 PM
Louisville,Kentucky,United States,1.9,12:16 PM
Nashville,Tennessee,United States,1.9,12:16 PM
Grand Rapids,Michigan,United States,1.9,12:16 PM
Cambridge,Massachusetts,United States,1.9,12:16 PM
Columbia,South Carolina,United States,1.9,12:16 PM
Atlanta,Georgia,United States,1.8,12:16 PM
Altamonte Springs,Florida,United States,1.8,12:16 PM
Albuquerque,New Mexico,United States,1.8,12:16 PM
Tampa,Florida,United States,1.7,12:16 PM
Seattle,Washington,United States,1.7,12:16 PM
San Antonio,Texas,United States,1.7,12:16 PM
Linthicum Heights,Maryland,United States,1.6,12:16 PM
King of Prussia,Pennsylvania,United States,1.6,12:16 PM
Stonington,Connecticut,United States,1.6,12:16 PM
Newington,Virginia,United States,1.6,12:16 PM
Hartford,Connecticut,United States,1.6,12:16 PM
Newnan,Georgia,United States,1.6,12:16 PM
Clayton,Missouri,United States,1.6,12:16 PM
Brighton,New York,United States,1.6,12:16 PM
Lexington,Massachusetts,United States,1.6,12:16 PM
Annandale,Virginia,United States,1.6,12:16 PM
Little Rock,Arkansas,United States,1.6,12:16 PM
Wheaton,Illinois,United States,1.6,12:16 PM
Summerville,South Carolina,United States,1.6,12:16 PM
Orange,California,United States,1.6,12:16 PM
East Cobb,Georgia,United States,1.6,12:16 PM
Johnson City,Tennessee,United States,1.6,12:16 PM
Hempstead,New York,United States,1.6,12:16 PM
Bakersfield,California,United States,1.6,12:16 PM
Monterey,California,United States,1.6,12:16 PM
Placentia,California,United States,1.6,12:16 PM
West Hartford,Connecticut,United States,1.6,12:16 PM
Leawood,Kansas,United States,1.6,12:16 PM
Palo Alto,California,United States,1.6,12:16 PM
New Rochelle,New York,United States,1.6,12:16 PM
Walnut Creek,California,United States,1.6,12:16 PM
Victorville,California,United States,1.6,12:16 PM
Worcester,Massachusetts,United States,1.6,12:16 PM
Erie,Pennsylvania,United States,1.6,12:16 PM
Fort Wayne,Indiana,United States,1.6,12:16 PM
Santa Clara,California,United States,1.6,12:16 PM
Pensacola,Florida,United States,1.6,12:16 PM
Binghamton,New York,United States,1.6,12:16 PM
Iowa City,Iowa,United States,1.6,12:16 PM
Anchorage,Alaska,United States,1.6,12:16 PM
Irving,Texas,United States,1.6,12:16 PM
Bellevue,Washington,United States,1.6,12:16 PM
Hicksville,New York,United States,1.6,12:16 PM
Bristol,Tennessee,United States,1.6,12:16 PM
Inniswold,Louisiana,United States,1.6,12:16 PM
De Pere,Wisconsin,United States,1.6,12:16 PM
Minneapolis,Minnesota,United States,1.6,12:16 PM
Owensboro,Kentucky,United States,1.6,12:16 PM
Ontario,California,United States,1.6,12:16 PM
Miami,Florida,United States,1.6,12:16 PM
Houston,Texas,United States,1.6,12:16 PM
Buffalo,New York,United States,1.6,12:16 PM
Thousand Oaks,California,United States,1.6,12:16 PM
Arlington,Virginia,United States,1.6,12:16 PM
Harrisburg,Pennsylvania,United States,1.6,12:16 PM
Detroit,Michigan,United States,1.5,12:16 PM
San Francisco,California,United States,1.4,12:16 PM
Omaha,Nebraska,United States,1.4,12:16 PM
Las Vegas,Nevada,United States,1.4,12:16 PM
Boston,Massachusetts,United States,1.4,12:16 PM
Colorado Springs,Colorado,United States,1.3,12:16 PM
Larkspur,California,United States,1.3,12:16 PM
Yonkers,New York,United States,1.3,12:16 PM
New York,New York,United States,1.3,12:16 PM
Pittsburgh,Pennsylvania,United States,1.3,12:16 PM
Wichita,Kansas,United States,1.3,12:16 PM
Tucson,Arizona,United States,1.3,12:16 PM
Charlotte,North Carolina,United States,1.2,12:16 PM
Richmond,Virginia,United States,1.1,12:16 PM
Washington,District of Columbia,United States,1.1,12:16 PM
Milwaukee,Wisconsin,United States,1.1,12:16 PM
San Diego,California,United States,1.1,12:16 PM
St. Louis,Missouri,United States,1.0,12:16 PM
Rockmart,Georgia,United States,1.0,12:16 PM
Flint,Michigan,United States,1.0,12:16 PM
New Orleans,Louisiana,United States,1.0,12:16 PM
Mount Laurel,New Jersey,United States,1.0,12:16 PM
Columbia,Maryland,United States,1.0,12:16 PM
Eagan,Minnesota,United States,1.0,12:16 PM
Vancouver,Washington,United States,1.0,12:16 PM
Manchester,Connecticut,United States,1.0,12:16 PM
Auburn,Washington,United States,1.0,12:16 PM
Bridgewater,New Jersey,United States,1.0,12:16 PM
Baltimore,Maryland,United States,1.0,12:16 PM
Sandy,Utah,United States,1.0,12:16 PM
Cedar Rapids,Iowa,United States,1.0,12:16 PM
Pueblo,Colorado,United States,1.0,12:16 PM
West Lake Hills,Texas,United States,1.0,12:16 PM
Newark,California,United States,1.0,12:16 PM
Columbus,Georgia,United States,1.0,12:16 PM
Tempe,Arizona,United States,1.0,12:16 PM
Miramar,Florida,United States,1.0,12:16 PM
Chardon,Ohio,United States,1.0,12:16 PM
Glen Burnie,Maryland,United States,1.0,12:16 PM
Sheridan,Oregon,United States,1.0,12:16 PM
Chicago,Illinois,United States,1.0,12:16 PM
Sacramento,California,United States,1.0,12:16 PM
Orlando,Florida,United States,0.9,12:16 PM
Cincinnati,Ohio,United States,0.9,12:16 PM
Beckett Ridge,Ohio,United States,0.9,12:16 PM
Brookhaven,Georgia,United States,0.9,12:16 PM
Miami Beach,Florida,United States,0.9,12:16 PM
Philadelphia,Pennsylvania,United States,0.8,12:16 PM
Gilbert,Arizona,United States,0.8,12:16 PM
Myrtle Beach,South Carolina,United States,0.8,12:16 PM
Rochester,New York,United States,0.8,12:16 PM
Long Beach,California,United States,0.8,12:16 PM
Kansas City,Missouri,United States,0.8,12:16 PM
Evansville,Indiana,United States,0.8,12:16 PM
Tulsa,Oklahoma,United States,0.8,12:16 PM
Macon,Georgia,United States,0.8,12:16 PM
Phoenix,Arizona,United States,0.7,12:16 PM
Fort Worth,Texas,United States,0.7,12:16 PM
Midland,Texas,United States,0.6,12:16 PM
Blacksburg,Virginia,United States,0.6,12:16 PM
Hays,Kansas,United States,0.6,12:16 PM
Tallahassee,Florida,United States,0.6,12:16 PM
Bay Lake,Florida,United States,0.6,12:16 PM
Chandler,Arizona,United States,0.6,12:16 PM
South San Francisco,California,United States,0.6,12:16 PM
Scottsdale,Arizona,United States,0.6,12:16 PM
Smyrna,Georgia,United States,0.6,12:16 PM
Indianapolis,Indiana,United States,0.5,12:16 PM
Jacksonville,Florida,United States,0.5,12:16 PM
Ann Arbor,Michigan,United States,0.4,12:16 PM
Raleigh,North Carolina,United States,0.4,12:16 PM
McAllen,Texas,United States,0.4,12:16 PM
Lexington,Kentucky,United States,0.4,12:16 PM
San Jose,California,United States,0.4,12:16 PM
Oklahoma City,Oklahoma,United States,0.4,12:16 PM
Greenville,North Carolina,United States,0.4,12:16 PM
Memphis,Tennessee,United States,0.3,12:16 PM
College Station,Texas,United States,18.8,12:17 PM
Piscataway Township,New Jersey,United States,9.4,12:17 PM
Oak Park,Illinois,United States,9.4,12:17 PM
Reno,Nevada,United States,9.4,12:17 PM
Wapwallopen,Pennsylvania,United States,9.4,12:17 PM
Chula Vista,California,United States,9.4,12:17 PM
Denton,Texas,United States,9.4,12:17 PM
West Memphis,Arkansas,United States,7.8,12:17 PM
Arlington,Texas,United States,7.8,12:17 PM
Mount Laurel,New Jersey,United States,7.8,12:17 PM
Frisco,Texas,United States,6.3,12:17 PM
Sandy,Utah,United States,6.3,12:17 PM
